ID;Date;Amount;SumS
35428;27.02.2025;3;413
31419;15.02.2025;31;9 095
32822;14.02.2025;6;510
34245;13.02.2025;41;18 991
36299;20.02.2025;14;1 404
39709;28.02.2025;67;9 039
31420;17.02.2025;14;4 193
9423;02.02.2025;8;1 063
32824;22.02.2025;13;1 294
37932;17.02.2025;4;1 098
40496;17.02.2025;8;2 796
32830;13.02.2025;11;1 020
38815;21.02.2025;3;1 290
33089;28.02.2025;14;3 583
36714;28.02.2025;1;617
17333;17.02.2025;27;4 161
4295;10.02.2025;7;2 972
37042;21.02.2025;7;438
40500;20.02.2025;13;1 331
32215;09.02.2025;4;658
37125;28.02.2025;11;1 305
37474;20.02.2025;13;3 361
22219;13.02.2025;46;7 472
35428;15.02.2025;4;604
38700;27.02.2025;13;6 838
32215;17.02.2025;22;3 619
8673;03.02.2025;13;1 740
38646;13.02.2025;6;2 547
40339;27.02.2025;6;747
39248;10.02.2025;3;823
38002;09.02.2025;1;295
39027;21.02.2025;11;6 044
34620;09.02.2025;7;1 142
36071;09.02.2025;1;1 221
38816;28.02.2025;7;2 166
11941;02.02.2025;7;3 776
39033;10.02.2025;14;6 709
38266;14.02.2025;1;100
31592;22.02.2025;31;5 099
36783;20.02.2025;4;2 198
17354;14.02.2025;11;1 938
38981;20.02.2025;10;3 192
35575;28.02.2025;75;50 850
39183;10.02.2025;3;974
38919;03.02.2025;3;1 113
35067;16.02.2025;1;85
39703;28.02.2025;13;2 261
33088;13.02.2025;17;2 152
35309;28.02.2025;6;1 769
39695;03.02.2025;1;523
39348;09.02.2025;1;219
40343;22.02.2025;4;498
35402;27.02.2025;6;2 247
30736;15.02.2025;24;12 541
36069;28.02.2025;3;4 218
11007;14.02.2025;1;599
40052;20.02.2025;11;2 545
39030;14.02.2025;4;1 829
37884;27.02.2025;8;2 252
39827;28.02.2025;13;5 398
22220;17.02.2025;31;4 786
36296;22.02.2025;39;3 787
37733;13.02.2025;227;21 394
17360;09.02.2025;7;1 268
17333;03.02.2025;11;1 856
39347;21.02.2025;3;700
37932;14.02.2025;3;1 394
33419;03.02.2025;17;2 194
39066;13.02.2025;15;4 024
37934;28.02.2025;4;2 960
39607;17.02.2025;11;2 470
22217;27.02.2025;95;16 387
17356;02.02.2025;6;1 139
38266;10.02.2025;6;588
39033;17.02.2025;10;4 495
34383;03.02.2025;7;858
1446;09.02.2025;6;3 703
38208;16.02.2025;3;523
11007;22.02.2025;1;599
39029;02.02.2025;3;864
32824;14.02.2025;7;936
31167;10.02.2025;1;182
38917;03.02.2025;3;1 533
38815;13.02.2025;24;8 972
32828;28.02.2025;11;1 852
39827;14.02.2025;4;1 688
36072;27.02.2025;1;2 089
40217;17.02.2025;17;3 391
17357;10.02.2025;22;3 643
37887;15.02.2025;7;1 903
37477;28.02.2025;1;315
35428;28.02.2025;17;5 328
39713;28.02.2025;62;8 306
38700;28.02.2025;13;6 494
39176;10.02.2025;7;1 325
33889;20.02.2025;24;2 322
37991;28.02.2025;6;2 160
38208;09.02.2025;49;8 757
17333;21.02.2025;20;3 290
27895;28.02.2025;1;610
38981;01.02.2025;1;214
39827;20.02.2025;20;8 104
39033;27.02.2025;10;4 613
39717;02.02.2025;46;6 034
37176;13.02.2025;8;4 678
39027;14.02.2025;3;1 839
1446;13.02.2025;7;3 846
22220;09.02.2025;8;1 427
34383;17.02.2025;4;490
1805;10.02.2025;1;553
38784;02.02.2025;10;4 171
9423;22.02.2025;3;389
33889;14.02.2025;15;1 781
17353;27.02.2025;25;4 183
24752;20.02.2025;59;9 798
38700;13.02.2025;32;15 837
38482;10.02.2025;7;2 621
39347;17.02.2025;3;569
39186;27.02.2025;14;5 713
38209;16.02.2025;3;523
39178;03.02.2025;22;3 898
37076;15.02.2025;36;3 108
38645;28.02.2025;1;425
37474;09.02.2025;3;598
17357;13.02.2025;27;4 266
37478;14.02.2025;1;213
40219;16.02.2025;1;200
38767;20.02.2025;11;2 996
39512;17.02.2025;3;569
13449;20.02.2025;22;3 178
37886;15.02.2025;6;1 570
37993;14.02.2025;6;1 412
38209;21.02.2025;15;2 914
37042;27.02.2025;4;312
3612;27.02.2025;4;515
34245;27.02.2025;3;1 359
34621;14.02.2025;6;876
40500;21.02.2025;80;7 488
21995;14.02.2025;8;1 134
37470;16.02.2025;3;1 528
17354;15.02.2025;59;9 325
5884;21.02.2025;32;9 584
33419;20.02.2025;1;146
39185;17.02.2025;4;1 598
33889;28.02.2025;95;9 857
40050;10.02.2025;8;1 768
40343;03.02.2025;1;125
33088;27.02.2025;7;962
40217;03.02.2025;1;215
39976;28.02.2025;1;845
35433;21.02.2025;7;1 057
35575;14.02.2025;19;10 773
37884;10.02.2025;4;1 120
17357;27.02.2025;15;2 536
37964;14.02.2025;1;425
17356;21.02.2025;50;8 047
40219;13.02.2025;7;1 396
39176;09.02.2025;11;2 086
35428;21.02.2025;8;1 170
36069;17.02.2025;1;2 571
39709;21.02.2025;190;23 818
17360;15.02.2025;62;10 263
38816;02.02.2025;4;1 238
32964;14.02.2025;1;891
35515;20.02.2025;21;9 459
31592;02.02.2025;29;4 910
36299;13.02.2025;1;97
37042;13.02.2025;118;7 618
36334;14.02.2025;43;17 178
3612;17.02.2025;13;1 618
22219;16.02.2025;4;678
39527;09.02.2025;3;1 401
31420;21.02.2025;29;9 322
38785;09.02.2025;4;1 598
17355;03.02.2025;11;1 832
30737;03.02.2025;6;2 407
39294;28.02.2025;4;2 628
39827;17.02.2025;18;7 344
39696;13.02.2025;4;1 998
32828;14.02.2025;3;505
9429;10.02.2025;59;7 744
39512;28.02.2025;8;1 749
40340;22.02.2025;4;498
36299;16.02.2025;1;97
34246;10.02.2025;4;2 070
37996;20.02.2025;13;3 361
34245;03.02.2025;11;4 852
32823;27.02.2025;253;25 960
35515;21.02.2025;151;67 685
36297;21.02.2025;39;3 837
30622;02.02.2025;3;1 902
39030;13.02.2025;32;14 347
39827;02.02.2025;15;6 160
30902;02.02.2025;7;2 797
37177;20.02.2025;4;2 198
38699;15.02.2025;10;4 347
37886;21.02.2025;1;274
37993;20.02.2025;15;2 971
39512;15.02.2025;29;5 240
31420;13.02.2025;29;8 685
33418;27.02.2025;7;957
9423;17.02.2025;8;1 036
17353;22.02.2025;15;2 467
36295;02.02.2025;6;862
38269;27.02.2025;4;413
17331;02.02.2025;7;1 293
13449;09.02.2025;10;1 389
33889;17.02.2025;1;100
40499;20.02.2025;45;4 956
30622;15.02.2025;4;2 232
39717;28.02.2025;32;4 799
13450;21.02.2025;43;5 983
37470;09.02.2025;6;3 576
40217;14.02.2025;8;2 161
39696;15.02.2025;1;553
37470;21.02.2025;18;9 622
36295;22.02.2025;3;374
39178;28.02.2025;15;6 900
36297;20.02.2025;17;1 713
33886;09.02.2025;1;103
39030;20.02.2025;6;2 674
8673;27.02.2025;52;6 840
39186;13.02.2025;4;1 598
24609;15.02.2025;1;451
35935;03.02.2025;14;1 410
40787;17.02.2025;10;5 160
17358;28.02.2025;8;2 075
40500;03.02.2025;1;107
6006;27.02.2025;28;5 594
34621;15.02.2025;134;19 786
35216;15.02.2025;1;310
39527;27.02.2025;4;1 598
40340;15.02.2025;1;136
40220;03.02.2025;1;215
36296;28.02.2025;80;8 031
39185;14.02.2025;4;2 336
31420;27.02.2025;21;6 580
33889;27.02.2025;244;25 169
36557;22.02.2025;6;1 947
38919;13.02.2025;28;10 012
37886;14.02.2025;4;1 351
39082;21.02.2025;11;1 674
38813;21.02.2025;1;314
32214;14.02.2025;1;325
37993;09.02.2025;4;769
37993;03.02.2025;3;543
39034;28.02.2025;20;7 548
5884;10.02.2025;59;17 670
30736;28.02.2025;38;19 057
39178;02.02.2025;6;1 208
39694;09.02.2025;3;1 752
36296;02.02.2025;14;1 526
39031;15.02.2025;10;3 769
40050;02.02.2025;11;2 005
39034;22.02.2025;4;1 498
32215;15.02.2025;21;3 529
37998;15.02.2025;3;599
35308;21.02.2025;3;836
37042;22.02.2025;14;1 003
39183;17.02.2025;7;2 272
22220;10.02.2025;4;658
35440;15.02.2025;6;821
30737;10.02.2025;14;5 593
33418;15.02.2025;7;1 073
17328;14.02.2025;3;835
32830;16.02.2025;29;2 885
40496;14.02.2025;1;350
38699;10.02.2025;8;3 396
36333;14.02.2025;3;1 571
39175;03.02.2025;14;2 484
40050;16.02.2025;3;598
39296;28.02.2025;38;15 570
40050;28.02.2025;67;17 423
37272;02.02.2025;3;1 469
39029;21.02.2025;7;1 652
38646;14.02.2025;3;1 420
40219;20.02.2025;7;1 521
17356;22.02.2025;21;3 454
40499;27.02.2025;10;1 105
36714;20.02.2025;8;3 454
21995;16.02.2025;63;8 702
40052;03.02.2025;18;3 731
1805;03.02.2025;4;1 898
40050;17.02.2025;11;2 194
32824;09.02.2025;3;303
39696;27.02.2025;17;8 753
17354;03.02.2025;14;2 382
30736;20.02.2025;6;3 158
37272;13.02.2025;4;1 698
37996;03.02.2025;6;1 266
39183;13.02.2025;13;4 219
17360;17.02.2025;24;3 948
39713;20.02.2025;49;6 370
37886;09.02.2025;4;1 222
13450;27.02.2025;57;7 492
27867;20.02.2025;10;4 013
4295;02.02.2025;3;1 469
37966;21.02.2025;8;3 237
36298;16.02.2025;1;94
30736;14.02.2025;4;2 059
38817;14.02.2025;3;1 470
35777;14.02.2025;3;1 610
36072;13.02.2025;7;21 372
37272;28.02.2025;11;4 670
37967;09.02.2025;3;963
17358;09.02.2025;4;769
33419;16.02.2025;1;125
11007;15.02.2025;6;3 818
37222;03.02.2025;7;2 411
36298;28.02.2025;21;2 047
24752;27.02.2025;13;2 138
38267;20.02.2025;4;398
17356;13.02.2025;55;8 549
24609;21.02.2025;4;1 837
38816;13.02.2025;17;5 828
36334;15.02.2025;10;3 897
37887;20.02.2025;7;2 046
39512;03.02.2025;8;1 559
39187;16.02.2025;17;6 791
36783;22.02.2025;7;3 846
9429;22.02.2025;4;518
37176;02.02.2025;3;1 902
39182;16.02.2025;14;3 493
32215;03.02.2025;3;421
39695;17.02.2025;1;500
38267;15.02.2025;32;3 186
3613;27.02.2025;21;2 402
5884;16.02.2025;7;2 161
39705;15.02.2025;4;558
36557;15.02.2025;13;4 219
22219;17.02.2025;15;2 467
17358;20.02.2025;53;8 748
39082;15.02.2025;4;742
34246;13.02.2025;14;7 811
4295;13.02.2025;31;13 399
17331;13.02.2025;28;4 438
17333;14.02.2025;29;5 123
38767;09.02.2025;3;955
36334;09.02.2025;3;1 401
39694;27.02.2025;17;8 753
39295;28.02.2025;29;12 349
38538;21.02.2025;11;4 065
32828;09.02.2025;1;103
32823;10.02.2025;24;2 403
34621;10.02.2025;7;977
39826;28.02.2025;4;1 398
39717;17.02.2025;36;4 562
30737;15.02.2025;4;1 754
37930;13.02.2025;1;274
17360;14.02.2025;22;3 970
37475;20.02.2025;8;2 364
9423;20.02.2025;28;3 513
37733;17.02.2025;6;567
37125;10.02.2025;1;99
17357;14.02.2025;7;1 601
3841;27.02.2025;3;419
40787;15.02.2025;29;14 485
33089;09.02.2025;4;518
40219;17.02.2025;21;4 189
31420;20.02.2025;11;3 754
30734;27.02.2025;18;5 691
35440;03.02.2025;3;419
38816;21.02.2025;3;1 143
30734;10.02.2025;6;1 797
31420;02.02.2025;7;2 097
32828;03.02.2025;13;1 305
36782;17.02.2025;7;3 846
38813;13.02.2025;7;2 201
22219;03.02.2025;1;177
37474;28.02.2025;3;626
32826;27.02.2025;10;1 004
37966;27.02.2025;1;400
27861;15.02.2025;1;436
37472;10.02.2025;1;200
39717;14.02.2025;22;2 797
37478;09.02.2025;1;292
13449;15.02.2025;130;17 122
6006;28.02.2025;15;2 997
39187;02.02.2025;6;2 618
39087;28.02.2025;1;769
38817;17.02.2025;11;3 184
27861;09.02.2025;6;2 710
22223;10.02.2025;13;2 146
39705;27.02.2025;1;161
37176;20.02.2025;4;2 198
17356;16.02.2025;70;11 010
39034;14.02.2025;73;27 459
39185;03.02.2025;4;1 598
11007;17.02.2025;11;6 594
38235;16.02.2025;1;425
38208;21.02.2025;8;1 686
39696;21.02.2025;1;500
40049;13.02.2025;119;23 542
35428;10.02.2025;7;859
37884;28.02.2025;7;2 454
40500;15.02.2025;41;4 101
32828;17.02.2025;4;398
38235;10.02.2025;8;3 383
38699;16.02.2025;24;10 206
27867;17.02.2025;6;2 397
4295;22.02.2025;3;1 274
17356;10.02.2025;46;7 483
32830;15.02.2025;14;1 393
39347;20.02.2025;25;5 458
24609;27.02.2025;27;11 629
37125;16.02.2025;1;114
39182;28.02.2025;1;422
37934;13.02.2025;8;2 580
13449;21.02.2025;29;3 465
30737;09.02.2025;4;1 778
36295;28.02.2025;36;5 698
38816;27.02.2025;8;2 539
6006;17.02.2025;15;2 992
40051;15.02.2025;22;4 621
22219;15.02.2025;22;3 942
5884;20.02.2025;14;4 422
30736;21.02.2025;8;3 996
38918;15.02.2025;3;909
37993;15.02.2025;83;13 706
39703;09.02.2025;8;1 302
38917;13.02.2025;1;500
37887;28.02.2025;6;3 419
40499;13.02.2025;4;553
38699;27.02.2025;22;9 511
30736;17.02.2025;8;3 996
39527;01.02.2025;7;2 797
30902;27.02.2025;8;3 222
39713;17.02.2025;8;1 073
34621;16.02.2025;7;1 007
40220;22.02.2025;1;200
39717;03.02.2025;36;4 600
35309;14.02.2025;1;262
36296;09.02.2025;78;7 502
39607;21.02.2025;4;898
32666;27.02.2025;3;1 217
5884;22.02.2025;29;8 838
34383;28.02.2025;7;858
37964;17.02.2025;1;425
39295;17.02.2025;10;4 127
3841;10.02.2025;7;1 140
37966;01.02.2025;7;2 797
39607;15.02.2025;8;1 824
39171;27.02.2025;11;5 097
4295;17.02.2025;7;2 972
33418;21.02.2025;8;1 188
37935;09.02.2025;18;6 455
38784;21.02.2025;1;400
9423;03.02.2025;10;1 426
40343;27.02.2025;6;747
30902;13.02.2025;20;7 990
40052;21.02.2025;1;200
39295;14.02.2025;4;1 967
17333;09.02.2025;4;769
38767;14.02.2025;1;272
37733;28.02.2025;48;4 690
39703;20.02.2025;8;1 205
39294;03.02.2025;4;1 798
33886;17.02.2025;13;1 293
37076;03.02.2025;4;443
40496;09.02.2025;4;1 556
31592;10.02.2025;57;9 710
33888;20.02.2025;4;410
31167;28.02.2025;3;1 193
17358;03.02.2025;10;1 668
34245;21.02.2025;8;3 596
39695;13.02.2025;4;1 998
39294;15.02.2025;17;7 562
39185;09.02.2025;4;1 795
35466;16.02.2025;14;3 353
35515;27.02.2025;6;2 915
1805;21.02.2025;8;3 996
39709;13.02.2025;21;2 869
38482;01.02.2025;7;2 622
35440;14.02.2025;3;419
37472;27.02.2025;17;3 548
33889;15.02.2025;36;3 582
35309;17.02.2025;24;5 342
39713;09.02.2025;41;5 227
40051;03.02.2025;7;1 396
40219;22.02.2025;11;2 254
36296;20.02.2025;29;2 877
32823;13.02.2025;98;9 567
37735;15.02.2025;36;4 318
9429;27.02.2025;53;6 932
33088;28.02.2025;8;1 547
38209;10.02.2025;14;2 434
34620;21.02.2025;18;2 511
40499;28.02.2025;42;4 621
38700;14.02.2025;1;500
39026;14.02.2025;1;549
39294;17.02.2025;7;3 195
37125;20.02.2025;3;349
39230;16.02.2025;4;1 441
33889;13.02.2025;14;1 404
9423;27.02.2025;71;9 279
35211;28.02.2025;1;384
31419;27.02.2025;10;3 107
32828;20.02.2025;1;100
31420;09.02.2025;7;2 238
40220;15.02.2025;60;12 085
38208;02.02.2025;13;2 521
39348;21.02.2025;3;700
38482;27.02.2025;3;1 124
32824;03.02.2025;1;107
35756;15.02.2025;1;322
32830;22.02.2025;6;597
38981;14.02.2025;3;863
39186;03.02.2025;3;1 254
37471;28.02.2025;7;2 002
37998;13.02.2025;10;2 021
36297;03.02.2025;7;737
36333;28.02.2025;3;1 300
31420;10.02.2025;3;995
39030;02.02.2025;4;1 872
34621;13.02.2025;10;1 536
36297;15.02.2025;172;16 344
32823;16.02.2025;36;3 192
39296;22.02.2025;10;3 995
39182;09.02.2025;3;875
37179;15.02.2025;1;422
37044;28.02.2025;8;1 960
39296;20.02.2025;10;4 654
36782;20.02.2025;8;4 430
30734;16.02.2025;4;1 223
37470;27.02.2025;7;3 965
24752;21.02.2025;39;6 209
39034;17.02.2025;7;2 621
38785;14.02.2025;1;676
17356;27.02.2025;21;3 525
38234;15.02.2025;4;1 698
38919;28.02.2025;1;355
36298;10.02.2025;34;3 477
38767;17.02.2025;3;817
39233;27.02.2025;14;5 404
36070;17.02.2025;1;2 571
38918;27.02.2025;3;869
39175;21.02.2025;39;6 917
40500;16.02.2025;4;398
38783;02.02.2025;13;5 407
39295;21.02.2025;50;19 642
39174;09.02.2025;11;2 086
1805;17.02.2025;7;3 518
17355;22.02.2025;1;164
32830;28.02.2025;207;20 628
39709;09.02.2025;1;128
17331;15.02.2025;31;5 206
27850;14.02.2025;1;222
39033;14.02.2025;1;553
39034;09.02.2025;8;3 165
35309;21.02.2025;3;741
17356;09.02.2025;56;9 329
40496;02.02.2025;3;1 210
36780;03.02.2025;4;1 598
39827;09.02.2025;18;7 744
35308;09.02.2025;1;362
30622;17.02.2025;4;2 198
27850;13.02.2025;1;190
24609;16.02.2025;1;425
37993;22.02.2025;4;658
17333;28.02.2025;11;2 189
37886;27.02.2025;7;1 981
31419;28.02.2025;8;2 402
38817;09.02.2025;4;1 289
39171;10.02.2025;1;416
35309;09.02.2025;13;3 167
38208;27.02.2025;3;588
33418;09.02.2025;7;1 019
33089;21.02.2025;1;130
37475;28.02.2025;1;315
39187;17.02.2025;4;1 598
36782;16.02.2025;3;2 080
35402;03.02.2025;1;438
38538;17.02.2025;1;400
39345;21.02.2025;3;700
34246;20.02.2025;10;5 906
36298;09.02.2025;10;966
39174;15.02.2025;6;1 216
33889;16.02.2025;22;2 002
17331;09.02.2025;6;1 112
37125;03.02.2025;1;107
39295;27.02.2025;25;10 073
36334;02.02.2025;11;4 614
35309;10.02.2025;13;3 113
37932;13.02.2025;1;274
39607;22.02.2025;14;3 143
38785;21.02.2025;1;400
36557;17.02.2025;10;3 366
1805;14.02.2025;20;10 171
36334;28.02.2025;4;1 967
11007;10.02.2025;27;16 186
36298;20.02.2025;18;1 777
24609;14.02.2025;4;1 881
32822;28.02.2025;3;505
37890;15.02.2025;1;546
35575;16.02.2025;10;8 450
17360;13.02.2025;35;5 429
33089;27.02.2025;10;1 397
40787;28.02.2025;21;10 490
39527;28.02.2025;13;7 476
4295;15.02.2025;38;16 222
17356;20.02.2025;49;7 827
40340;14.02.2025;3;374
31420;15.02.2025;4;1 345
39705;14.02.2025;1;152
36072;09.02.2025;1;1 221
24609;17.02.2025;4;1 698
39082;22.02.2025;6;987
39713;16.02.2025;32;4 154
27861;02.02.2025;7;3 020
38700;21.02.2025;18;8 427
36296;27.02.2025;31;3 191
34621;17.02.2025;1;129
17355;14.02.2025;7;1 509
37272;03.02.2025;7;3 146
17356;17.02.2025;18;2 961
39185;13.02.2025;3;1 199
37964;10.02.2025;8;3 383
39296;16.02.2025;17;6 826
39027;16.02.2025;4;2 198
33467;20.02.2025;3;1 379
38817;13.02.2025;4;1 158
17353;21.02.2025;17;2 796
39294;10.02.2025;17;7 837
40343;14.02.2025;3;632
40219;09.02.2025;78;15 570
9423;16.02.2025;64;8 802
1805;28.02.2025;3;1 499
39066;15.02.2025;1;295
39185;16.02.2025;17;6 791
33418;28.02.2025;55;7 609
17333;20.02.2025;18;3 031
39061;13.02.2025;21;58 645
38981;17.02.2025;1;230
17328;27.02.2025;14;2 374
35756;14.02.2025;3;1 266
37272;21.02.2025;1;425
39231;28.02.2025;43;16 103
17360;21.02.2025;18;2 968
1805;15.02.2025;14;7 142
39607;09.02.2025;6;1 461
30622;21.02.2025;1;549
22220;20.02.2025;13;2 166
1446;02.02.2025;4;2 266
39232;09.02.2025;28;9 952
32829;03.02.2025;1;107
37076;20.02.2025;4;468
37474;03.02.2025;3;668
37967;13.02.2025;4;1 098
39713;21.02.2025;74;9 403
11007;02.02.2025;8;5 042
22219;28.02.2025;18;3 781
36296;17.02.2025;6;567
39703;17.02.2025;1;129
32823;22.02.2025;6;597
32666;15.02.2025;15;5 866
40340;13.02.2025;1;125
38917;22.02.2025;1;515
38700;03.02.2025;4;1 998
35216;14.02.2025;4;1 809
37966;20.02.2025;6;2 397
38002;20.02.2025;10;3 489
40339;28.02.2025;8;1 341
3613;22.02.2025;4;498
39026;20.02.2025;1;642
37125;15.02.2025;71;6 572
17360;02.02.2025;1;164
39026;03.02.2025;4;2 211
33088;20.02.2025;4;606
40219;14.02.2025;15;3 570
38815;10.02.2025;14;4 934
17331;10.02.2025;35;6 468
39026;16.02.2025;1;549
37887;09.02.2025;3;963
38783;10.02.2025;10;3 982
38700;10.02.2025;7;3 572
36780;21.02.2025;7;2 797
40220;20.02.2025;7;1 521
38482;13.02.2025;6;2 247
40051;14.02.2025;4;1 166
32826;15.02.2025;14;1 393
39232;17.02.2025;11;3 955
39082;09.02.2025;11;1 924
38645;16.02.2025;1;425
40499;14.02.2025;7;889
39607;03.02.2025;1;208
39295;16.02.2025;4;1 598
36298;27.02.2025;31;3 163
35309;13.02.2025;24;5 748
40217;20.02.2025;4;859
32214;02.02.2025;3;1 123
32824;02.02.2025;7;718
39034;13.02.2025;48;18 488
39173;22.02.2025;59;10 612
36783;14.02.2025;14;7 941
37272;10.02.2025;38;16 205
38267;10.02.2025;6;588
38646;22.02.2025;1;425
39705;13.02.2025;4;558
37993;17.02.2025;32;5 264
36557;20.02.2025;7;2 376
36297;09.02.2025;71;6 820
39348;27.02.2025;14;2 735
32215;20.02.2025;13;2 274
39175;17.02.2025;1;174
37890;21.02.2025;1;500
39345;13.02.2025;36;7 226
33886;20.02.2025;28;2 675
30734;28.02.2025;48;14 577
40500;14.02.2025;24;2 686
39030;17.02.2025;7;2 972
22223;21.02.2025;1;164
22219;22.02.2025;7;1 151
33088;16.02.2025;32;4 177
27861;13.02.2025;11;4 868
36783;17.02.2025;10;5 495
36295;13.02.2025;112;13 944
27850;20.02.2025;3;962
36297;17.02.2025;6;567
38267;13.02.2025;57;6 101
39031;09.02.2025;3;1 314
8673;20.02.2025;43;5 675
39345;27.02.2025;15;2 954
17356;15.02.2025;183;29 717
37935;16.02.2025;1;350
37222;13.02.2025;4;1 378
19251;28.02.2025;7;3 962
37076;28.02.2025;7;883
36334;20.02.2025;1;467
37472;15.02.2025;3;599
35756;09.02.2025;3;885
39230;17.02.2025;8;2 796
32823;28.02.2025;140;14 637
39032;15.02.2025;11;4 245
39187;21.02.2025;18;6 778
39976;14.02.2025;3;1 389
39034;02.02.2025;4;1 652
11941;22.02.2025;1;500
40787;20.02.2025;45;22 618
38208;03.02.2025;27;4 734
17355;09.02.2025;4;769
11007;28.02.2025;4;2 484
37934;21.02.2025;22;6 918
39705;16.02.2025;3;431
24609;09.02.2025;7;3 282
35440;02.02.2025;14;1 953
32666;21.02.2025;97;38 055
39232;15.02.2025;17;6 086
37885;09.02.2025;3;963
38983;28.02.2025;4;2 535
39230;14.02.2025;8;3 635
32824;28.02.2025;132;13 153
30902;28.02.2025;21;12 488
37470;15.02.2025;10;5 495
32214;17.02.2025;17;5 517
33089;03.02.2025;3;406
39185;15.02.2025;1;400
37176;14.02.2025;10;5 567
36780;13.02.2025;50;19 296
39176;21.02.2025;45;8 022
36334;17.02.2025;7;2 797
37930;10.02.2025;1;274
40500;17.02.2025;10;995
40051;28.02.2025;71;14 600
38784;10.02.2025;1;400
35448;28.02.2025;6;636
38983;10.02.2025;1;375
24752;15.02.2025;127;20 905
40049;27.02.2025;24;4 927
38538;28.02.2025;1;676
27861;10.02.2025;13;5 193
39026;02.02.2025;4;2 446
9423;14.02.2025;17;2 550
39231;20.02.2025;14;5 243
38918;21.02.2025;1;290
32964;09.02.2025;1;526
40342;14.02.2025;3;374
37964;28.02.2025;1;1 310
38700;16.02.2025;1;500
38482;02.02.2025;3;1 296
32826;21.02.2025;4;414
39171;14.02.2025;3;1 463
32824;17.02.2025;1;100
37478;20.02.2025;8;2 364
38700;02.02.2025;10;5 215
40051;09.02.2025;6;1 197
40220;02.02.2025;10;2 083
40499;16.02.2025;120;13 780
24752;09.02.2025;14;2 303
9429;15.02.2025;4;582
38646;17.02.2025;4;1 698
38646;20.02.2025;4;1 728
39030;16.02.2025;1;425
39976;20.02.2025;10;5 906
39171;21.02.2025;1;449
40052;01.02.2025;7;1 397
36296;03.02.2025;17;1 627
40219;28.02.2025;17;4 096
39175;15.02.2025;6;1 216
31592;21.02.2025;55;9 104
38815;09.02.2025;6;2 274
38767;28.02.2025;10;6 547
22219;14.02.2025;18;3 248
38699;13.02.2025;18;8 040
17328;17.02.2025;1;164
22223;02.02.2025;27;4 463
33889;03.02.2025;13;1 305
39231;17.02.2025;11;4 238
36780;16.02.2025;3;1 199
34245;15.02.2025;21;9 419
38919;16.02.2025;3;1 323
40500;09.02.2025;1;103
37932;15.02.2025;1;300
37733;14.02.2025;3;310
36782;03.02.2025;4;2 198
37735;27.02.2025;22;2 931
39709;22.02.2025;14;1 797
30902;10.02.2025;27;11 024
17328;03.02.2025;6;962
39173;27.02.2025;1;196
39694;10.02.2025;4;1 998
36295;09.02.2025;7;1 019
22220;13.02.2025;29;4 600
38209;28.02.2025;46;9 998
33089;15.02.2025;39;4 721
37998;03.02.2025;6;1 266
40496;15.02.2025;3;1 056
37471;21.02.2025;4;814
32824;20.02.2025;25;2 325
36780;10.02.2025;6;2 434
39607;10.02.2025;28;6 286
35515;22.02.2025;1;449
34383;20.02.2025;1;143
39295;09.02.2025;6;2 600
6006;20.02.2025;11;2 363
17331;03.02.2025;8;1 283
3841;21.02.2025;24;2 988
38981;15.02.2025;6;2 169
39527;15.02.2025;10;5 206
36782;14.02.2025;4;2 435
11941;17.02.2025;6;2 997
37889;28.02.2025;11;13 530
22223;28.02.2025;32;5 947
36714;10.02.2025;8;2 905
39826;03.02.2025;1;300
39976;09.02.2025;8;4 221
38817;20.02.2025;8;2 375
39827;21.02.2025;4;1 598
32823;21.02.2025;1;109
3613;28.02.2025;35;4 360
39087;09.02.2025;1;531
36296;15.02.2025;209;19 612
8673;15.02.2025;132;17 337
38816;10.02.2025;3;978
37935;27.02.2025;3;1 049
39173;21.02.2025;143;25 122
37471;27.02.2025;18;3 712
22220;15.02.2025;66;11 276
40050;14.02.2025;7;1 895
38002;14.02.2025;3;1 498
37890;02.02.2025;7;3 712
40340;27.02.2025;6;747
39345;20.02.2025;11;2 598
40499;10.02.2025;56;6 132
39231;21.02.2025;21;7 471
36297;10.02.2025;14;1 526
37735;10.02.2025;4;518
39031;02.02.2025;3;1 296
3612;16.02.2025;18;2 157
38699;14.02.2025;4;1 924
37993;13.02.2025;3;493
39031;20.02.2025;3;1 236
37471;15.02.2025;3;599
38645;03.02.2025;7;3 000
17333;15.02.2025;7;1 197
36783;28.02.2025;3;1 648
22219;20.02.2025;17;2 839
37474;14.02.2025;3;598
17354;09.02.2025;6;1 112
37887;17.02.2025;1;296
5884;13.02.2025;21;6 289
39230;03.02.2025;11;3 845
38815;03.02.2025;8;2 796
24752;13.02.2025;41;6 759
37735;13.02.2025;8;958
39705;09.02.2025;7;1 142
9429;21.02.2025;70;9 189
39171;09.02.2025;4;2 001
39296;03.02.2025;22;9 152
13450;16.02.2025;66;8 547
40787;13.02.2025;6;3 331
39173;15.02.2025;6;1 216
33886;16.02.2025;11;994
36297;13.02.2025;213;20 155
39031;28.02.2025;1;1 500
39826;02.02.2025;11;3 611
17360;03.02.2025;4;675
36333;17.02.2025;1;310
11941;14.02.2025;1;500
32826;16.02.2025;34;3 355
32666;13.02.2025;55;22 054
38784;16.02.2025;11;4 394
37272;16.02.2025;1;425
13450;13.02.2025;24;3 403
35466;13.02.2025;1;239
6006;22.02.2025;1;200
33418;13.02.2025;45;6 098
