ID;Date;Amount;SumS
33089;17.02.2025;3;389
37991;27.02.2025;25;6 861
40051;20.02.2025;14;3 163
38785;02.02.2025;14;5 765
33886;02.02.2025;7;718
37887;14.02.2025;4;1 351
39182;03.02.2025;7;1 747
39296;15.02.2025;38;15 085
36782;15.02.2025;11;6 079
39230;09.02.2025;7;2 612
40217;09.02.2025;111;22 144
37886;03.02.2025;1;274
35440;17.02.2025;1;129
11007;20.02.2025;6;3 597
36780;27.02.2025;10;4 083
39186;21.02.2025;38;14 761
39176;13.02.2025;118;20 075
35515;15.02.2025;29;13 093
36069;13.02.2025;11;28 282
39231;14.02.2025;10;3 918
37472;13.02.2025;15;3 076
33089;16.02.2025;32;4 177
36071;28.02.2025;3;4 218
33418;14.02.2025;1;125
39183;03.02.2025;6;1 947
39175;09.02.2025;15;2 728
39174;02.02.2025;6;1 208
40343;01.02.2025;1;125
33886;28.02.2025;90;9 181
17331;22.02.2025;7;1 151
37125;27.02.2025;21;2 132
3613;17.02.2025;7;871
9429;28.02.2025;10;1 651
9423;10.02.2025;34;4 423
6006;14.02.2025;6;1 197
39717;20.02.2025;25;3 474
38234;27.02.2025;1;431
37886;20.02.2025;3;957
39026;28.02.2025;3;1 725
39347;14.02.2025;1;190
11941;28.02.2025;28;13 986
17354;17.02.2025;22;3 619
36307;17.02.2025;1;3 925
34620;15.02.2025;120;17 725
39031;17.02.2025;3;1 123
33089;20.02.2025;3;454
39186;20.02.2025;14;6 350
24752;22.02.2025;15;2 467
35433;10.02.2025;14;1 790
39066;28.02.2025;3;1 837
35466;10.02.2025;6;1 437
39034;20.02.2025;1;386
36299;02.02.2025;7;916
39717;13.02.2025;197;25 403
40052;14.02.2025;18;3 973
33418;10.02.2025;21;2 614
39705;21.02.2025;1;140
17357;28.02.2025;15;2 964
21995;21.02.2025;1;130
39705;28.02.2025;7;1 004
38816;14.02.2025;10;3 707
17354;10.02.2025;39;6 629
37887;21.02.2025;4;988
35308;14.02.2025;3;1 571
28097;28.02.2025;3;705
32215;22.02.2025;3;493
39187;15.02.2025;6;2 572
22223;16.02.2025;46;7 567
40219;02.02.2025;10;2 083
38699;17.02.2025;4;1 698
38234;21.02.2025;13;5 519
40220;28.02.2025;17;4 318
4295;28.02.2025;98;42 013
40049;22.02.2025;4;798
36333;21.02.2025;3;836
6006;21.02.2025;11;2 195
3613;16.02.2025;20;2 252
39029;27.02.2025;1;250
39713;03.02.2025;48;6 187
39248;28.02.2025;3;1 394
39029;28.02.2025;3;777
36780;20.02.2025;8;3 745
38002;15.02.2025;1;295
3841;28.02.2025;56;7 047
17328;13.02.2025;22;3 449
35216;09.02.2025;1;362
37222;15.02.2025;4;2 056
32666;17.02.2025;4;1 598
38209;09.02.2025;7;1 428
37471;14.02.2025;4;798
1446;17.02.2025;7;3 846
36333;20.02.2025;7;2 416
38235;13.02.2025;25;10 613
33419;28.02.2025;52;6 514
17331;28.02.2025;29;5 780
39717;10.02.2025;41;5 159
13449;28.02.2025;111;14 725
39294;27.02.2025;13;5 843
30902;14.02.2025;13;5 247
37996;13.02.2025;1;200
38815;16.02.2025;3;1 049
36557;27.02.2025;13;4 489
38815;15.02.2025;13;4 519
21995;15.02.2025;25;3 287
39347;03.02.2025;8;1 535
11007;16.02.2025;4;2 189
40052;15.02.2025;31;6 474
17328;09.02.2025;15;2 581
40499;22.02.2025;62;6 932
30622;13.02.2025;34;18 683
38917;21.02.2025;1;500
39033;02.02.2025;13;5 903
8675;02.02.2025;1;133
40049;16.02.2025;11;2 194
37470;10.02.2025;6;3 386
39296;02.02.2025;18;7 361
33419;09.02.2025;7;1 019
32830;27.02.2025;216;22 829
30737;21.02.2025;1;412
39027;03.02.2025;3;1 725
40051;16.02.2025;11;2 194
37222;01.02.2025;7;2 412
37886;13.02.2025;22;6 689
33889;22.02.2025;3;299
39296;10.02.2025;53;21 894
38646;21.02.2025;14;5 998
37934;17.02.2025;7;2 096
38266;22.02.2025;20;2 051
39827;16.02.2025;4;1 598
36333;27.02.2025;1;310
31592;20.02.2025;49;8 517
17357;02.02.2025;27;4 463
35433;13.02.2025;119;14 597
5884;28.02.2025;11;3 339
33888;27.02.2025;7;705
38645;13.02.2025;27;12 241
17354;16.02.2025;4;665
39171;02.02.2025;3;1 556
37993;28.02.2025;22;5 032
39176;03.02.2025;3;548
39174;21.02.2025;4;859
40217;02.02.2025;3;691
39034;27.02.2025;1;375
36297;28.02.2025;20;2 048
40051;10.02.2025;10;2 179
37887;13.02.2025;28;8 431
39695;28.02.2025;10;5 489
37966;14.02.2025;4;2 385
39703;27.02.2025;7;1 019
39231;13.02.2025;60;22 064
38699;09.02.2025;15;6 670
36297;02.02.2025;14;1 526
9429;17.02.2025;8;1 036
39187;09.02.2025;6;2 618
37996;27.02.2025;17;3 548
37884;15.02.2025;10;2 702
9423;13.02.2025;31;4 309
30902;03.02.2025;1;400
32666;09.02.2025;7;3 003
39717;27.02.2025;81;10 439
11007;27.02.2025;6;3 874
38919;15.02.2025;3;1 129
33088;15.02.2025;74;9 252
37886;16.02.2025;8;2 196
38813;02.02.2025;3;1 089
17354;13.02.2025;95;14 851
38002;13.02.2025;7;2 142
39027;17.02.2025;8;4 396
39029;13.02.2025;29;7 606
33419;14.02.2025;1;125
35575;17.02.2025;8;5 432
39185;20.02.2025;14;6 350
39033;21.02.2025;8;3 326
38783;27.02.2025;8;3 278
37733;02.02.2025;14;1 526
37967;10.02.2025;3;823
31592;13.02.2025;55;8 867
39230;28.02.2025;24;9 807
21995;27.02.2025;36;4 690
36072;21.02.2025;4;7 713
22220;14.02.2025;11;2 199
37470;03.02.2025;6;3 173
17357;16.02.2025;22;3 619
39030;28.02.2025;14;6 409
39296;17.02.2025;11;4 188
38646;02.02.2025;17;7 457
38784;28.02.2025;1;815
39826;27.02.2025;17;5 686
39294;22.02.2025;4;1 798
40342;28.02.2025;14;2 950
37998;27.02.2025;22;4 583
4295;21.02.2025;13;5 170
39182;27.02.2025;28;7 201
30736;22.02.2025;11;5 664
17358;14.02.2025;10;2 050
40787;14.02.2025;14;7 434
38815;27.02.2025;8;2 868
35575;20.02.2025;12;7 128
39703;14.02.2025;3;419
34621;21.02.2025;73;10 184
11941;10.02.2025;55;27 472
17331;27.02.2025;45;7 447
36299;27.02.2025;14;1 474
38645;02.02.2025;7;3 154
39695;09.02.2025;3;1 752
36780;15.02.2025;10;4 364
39347;15.02.2025;29;5 240
37272;27.02.2025;69;29 438
30734;02.02.2025;24;7 448
37935;13.02.2025;21;7 430
40220;14.02.2025;13;3 205
40049;15.02.2025;49;10 055
30737;20.02.2025;1;467
4295;27.02.2025;18;7 985
34245;09.02.2025;4;2 019
40219;27.02.2025;28;5 741
34620;03.02.2025;27;3 876
38918;22.02.2025;3;869
39174;03.02.2025;22;3 898
33887;03.02.2025;1;107
17354;28.02.2025;15;3 271
5884;27.02.2025;34;10 418
39295;22.02.2025;1;400
36780;09.02.2025;3;1 401
38784;14.02.2025;1;400
17331;16.02.2025;39;6 415
13450;15.02.2025;42;5 754
38919;17.02.2025;7;2 447
39348;13.02.2025;64;12 138
37475;21.02.2025;1;250
37733;10.02.2025;21;2 188
38699;21.02.2025;1;464
39527;03.02.2025;7;2 796
39694;03.02.2025;1;523
40342;20.02.2025;7;1 475
22223;15.02.2025;42;6 923
39026;22.02.2025;15;8 242
39232;03.02.2025;24;8 464
39186;09.02.2025;7;3 003
37934;02.02.2025;3;1 037
38266;20.02.2025;4;398
32829;20.02.2025;1;100
17353;13.02.2025;11;1 809
37932;28.02.2025;7;2 542
38919;20.02.2025;3;1 145
38918;28.02.2025;4;1 960
32828;02.02.2025;7;718
39183;27.02.2025;6;1 947
32822;13.02.2025;6;643
39826;13.02.2025;4;1 298
38917;09.02.2025;8;4 221
36070;09.02.2025;1;1 221
39512;14.02.2025;4;758
37476;21.02.2025;1;250
40499;17.02.2025;8;955
9423;28.02.2025;11;1 767
36782;02.02.2025;10;5 736
39248;13.02.2025;13;3 568
37471;17.02.2025;3;598
39695;27.02.2025;17;8 753
36783;13.02.2025;18;9 914
39187;28.02.2025;1;980
39033;16.02.2025;1;449
31167;02.02.2025;6;837
35466;27.02.2025;1;239
31419;21.02.2025;25;7 487
1805;27.02.2025;13;6 499
21995;09.02.2025;3;389
33889;09.02.2025;14;1 393
39027;09.02.2025;4;2 446
17354;20.02.2025;22;3 640
39296;09.02.2025;269;97 391
17353;02.02.2025;4;678
40217;15.02.2025;50;9 778
39032;21.02.2025;25;9 426
39033;13.02.2025;25;11 641
36070;28.02.2025;1;2 571
36334;03.02.2025;4;1 558
37998;09.02.2025;4;798
36783;16.02.2025;7;3 846
30734;13.02.2025;42;12 227
17355;15.02.2025;31;5 153
11007;09.02.2025;28;17 096
37935;15.02.2025;6;2 508
39345;28.02.2025;7;1 388
22220;03.02.2025;8;1 321
39029;15.02.2025;17;5 459
4295;16.02.2025;24;10 188
33092;27.02.2025;4;598
35428;13.02.2025;7;859
40049;10.02.2025;10;2 210
37966;15.02.2025;1;412
39233;13.02.2025;10;3 745
33088;02.02.2025;14;1 813
22223;22.02.2025;1;164
39348;15.02.2025;29;5 240
40217;21.02.2025;6;1 215
8673;21.02.2025;71;9 413
40339;20.02.2025;13;2 241
6006;02.02.2025;3;599
35433;27.02.2025;1;138
36557;21.02.2025;18;5 571
13450;10.02.2025;13;1 704
30736;03.02.2025;13;6 618
37179;22.02.2025;4;1 544
39827;03.02.2025;10;4 329
37932;09.02.2025;3;963
36298;13.02.2025;46;4 359
24609;10.02.2025;15;6 368
17353;28.02.2025;21;3 961
34621;27.02.2025;41;5 938
35309;20.02.2025;27;7 058
35428;02.02.2025;14;1 981
36295;14.02.2025;4;529
22223;13.02.2025;39;6 243
3612;21.02.2025;31;3 924
38784;13.02.2025;18;7 191
38919;02.02.2025;4;1 441
33887;28.02.2025;3;505
38209;27.02.2025;3;588
31592;27.02.2025;36;5 994
30622;10.02.2025;10;5 561
33886;14.02.2025;11;1 322
17358;17.02.2025;45;7 124
37125;13.02.2025;7;601
31419;10.02.2025;17;5 091
32830;21.02.2025;49;4 527
37996;14.02.2025;1;200
32822;21.02.2025;7;696
17357;22.02.2025;17;2 796
37222;28.02.2025;4;1 745
37885;20.02.2025;8;2 258
36714;09.02.2025;3;1 279
39032;27.02.2025;3;1 210
17360;20.02.2025;18;3 061
33418;16.02.2025;1;125
30902;16.02.2025;4;1 647
39232;21.02.2025;20;6 616
39027;20.02.2025;29;16 064
39709;16.02.2025;108;13 760
17355;21.02.2025;3;493
38269;13.02.2025;70;6 747
32214;03.02.2025;11;3 570
11007;03.02.2025;64;37 748
35067;28.02.2025;3;735
39296;04.02.2025;8;4 425
13450;04.02.2025;3;538
32666;05.02.2025;1;553
38815;04.02.2025;3;1 452
36296;04.02.2025;6;1 178
39032;04.02.2025;5;2 593
21995;05.02.2025;3;538
27895;05.02.2025;2;552
40343;05.02.2025;3;517
39186;04.02.2025;1;553
37935;05.02.2025;2;968
40220;06.02.2025;1;276
17331;04.02.2025;3;683
32214;04.02.2025;4;1 797
36295;04.02.2025;10;1 724
39976;06.02.2025;2;1 383
17328;04.02.2025;2;456
36072;05.02.2025;8;11 570
39031;04.02.2025;1;519
38699;04.02.2025;2;1 176
39176;04.02.2025;1;242
39175;04.02.2025;5;1 208
39187;04.02.2025;1;553
38785;04.02.2025;4;2 213
1805;04.02.2025;1;692
37477;05.02.2025;66;22 801
11007;04.02.2025;25;20 752
40217;06.02.2025;33;9 116
9423;04.02.2025;4;717
8675;05.02.2025;7;1 255
39713;04.02.2025;19;3 275
39061;06.02.2025;4;6 283
39717;04.02.2025;14;2 413
37732;05.02.2025;67;12 941
30902;05.02.2025;5;2 766
37964;06.02.2025;5;2 939
22219;05.02.2025;9;2 050
31592;04.02.2025;4;911
38767;05.02.2025;7;2 640
17333;04.02.2025;4;911
37996;04.02.2025;2;552
22217;06.02.2025;7;1 594
37887;05.02.2025;2;760
36557;05.02.2025;1;449
38538;06.02.2025;8;4 425
37042;04.02.2025;10;1 443
38645;04.02.2025;2;1 176
37998;04.02.2025;2;552
33419;04.02.2025;6;1 034
4295;04.02.2025;3;1 763
39826;05.02.2025;1;449
39248;04.02.2025;4;1 520
40052;04.02.2025;7;1 934
8673;04.02.2025;5;897
32215;04.02.2025;1;228
39230;04.02.2025;4;1 936
39185;04.02.2025;1;553
37735;05.02.2025;1;179
38235;05.02.2025;1;588
37176;04.02.2025;4;3 043
39348;04.02.2025;3;787
35756;05.02.2025;1;408
37474;04.02.2025;1;276
38918;05.02.2025;1;401
5884;05.02.2025;2;829
31419;04.02.2025;4;1 659
39705;06.02.2025;8;1 545
37890;05.02.2025;3;2 075
31420;04.02.2025;1;415
9429;04.02.2025;4;717
24752;05.02.2025;3;683
31167;06.02.2025;9;1 738
32823;04.02.2025;5;1 033
35777;06.02.2025;77;33 818
37932;05.02.2025;5;1 900
13449;06.02.2025;22;3 945
17358;04.02.2025;4;911
39709;04.02.2025;1;172
30622;05.02.2025;6;4 565
33088;04.02.2025;1;179
35309;04.02.2025;4;1 326
36714;05.02.2025;6;3 028
39345;04.02.2025;4;1 050
40340;05.02.2025;6;1 034
40051;04.02.2025;2;552
36783;05.02.2025;9;6 848
38816;04.02.2025;1;429
40219;06.02.2025;3;829
39082;04.02.2025;1;228
39027;04.02.2025;1;761
30737;04.02.2025;2;1 106
39178;04.02.2025;8;1 933
34245;04.02.2025;4;2 490
32822;04.02.2025;1;207
36297;04.02.2025;2;393
33886;06.02.2025;1;207
37125;05.02.2025;8;1 653
38783;06.02.2025;1;553
39294;04.02.2025;1;622
38981;04.02.2025;1;296
37076;04.02.2025;1;208
37222;04.02.2025;2;954
32826;06.02.2025;33;6 819
39295;04.02.2025;5;2 766
17355;04.02.2025;4;911
32824;05.02.2025;7;1 447
34246;04.02.2025;3;2 075
32830;06.02.2025;4;827
36334;04.02.2025;1;553
19251;05.02.2025;9;4 542
24609;04.02.2025;5;2 939
37472;04.02.2025;1;276
40049;04.02.2025;2;552
38700;04.02.2025;1;692
40050;04.02.2025;4;1 105
39512;04.02.2025;3;787
11941;04.02.2025;4;2 766
17353;04.02.2025;2;456
39029;04.02.2025;1;345
38266;04.02.2025;5;1 033
3841;04.02.2025;2;345
37272;04.02.2025;2;1 176
37733;04.02.2025;12;2 355
22223;04.02.2025;2;456
1446;04.02.2025;1;761
34383;04.02.2025;2;339
38208;04.02.2025;10;2 416
39827;04.02.2025;4;2 213
30736;04.02.2025;5;3 458
39171;04.02.2025;4;2 490
39607;06.02.2025;5;1 554
33889;04.02.2025;5;1 033
36070;06.02.2025;6;8 677
32828;04.02.2025;5;1 033
33887;05.02.2025;5;1 033
38646;06.02.2025;4;2 351
17357;04.02.2025;1;228
36780;04.02.2025;1;553
17356;04.02.2025;5;1 139
30734;05.02.2025;4;1 659
36071;05.02.2025;1;1 446
27867;05.02.2025;1;553
39033;04.02.2025;3;1 867
34620;04.02.2025;10;1 931
22220;04.02.2025;3;683
40499;05.02.2025;1;152
9432;05.02.2025;8;1 434
39232;04.02.2025;9;4 355
35466;05.02.2025;11;3 648
35427;05.02.2025;1;170
38267;04.02.2025;6;1 240
35575;05.02.2025;16;12 464
36298;06.02.2025;32;6 280
39231;05.02.2025;3;1 556
39183;04.02.2025;2;899
37993;04.02.2025;1;228
38919;04.02.2025;1;484
40496;05.02.2025;3;1 452
37886;05.02.2025;3;1 140
35440;04.02.2025;1;193
37478;05.02.2025;2;691
39527;04.02.2025;2;1 106
37934;05.02.2025;8;3 317
37930;06.02.2025;1;380
34621;04.02.2025;11;2 125
39233;05.02.2025;7;3 630
35515;06.02.2025;34;21 161
36333;05.02.2025;9;3 857
35433;04.02.2025;3;510
39034;04.02.2025;8;4 148
38209;04.02.2025;4;966
40339;06.02.2025;2;345
39066;05.02.2025;8;3 269
39695;05.02.2025;2;1 383
36782;04.02.2025;1;761
38234;05.02.2025;3;1 763
35308;05.02.2025;4;1 714
35216;05.02.2025;6;2 571
38814;05.02.2025;1;435
39703;05.02.2025;1;193
39694;05.02.2025;15;10 374
39026;04.02.2025;1;761
37966;04.02.2025;2;1 106
39174;04.02.2025;8;1 933
3613;06.02.2025;3;517
27861;04.02.2025;5;2 766
39030;04.02.2025;4;2 351
37476;06.02.2025;3;1 036
37884;06.02.2025;3;1 140
37991;06.02.2025;3;1 131
40787;06.02.2025;4;2 766
39347;04.02.2025;3;787
40500;06.02.2025;5;1 033
17354;04.02.2025;5;1 139
40342;06.02.2025;1;172
39696;06.02.2025;1;692
37885;06.02.2025;1;380
38817;06.02.2025;13;5 211
17360;04.02.2025;1;228
35428;04.02.2025;4;679
3612;06.02.2025;4;690
38983;06.02.2025;17;8 815
33888;06.02.2025;1;207
37470;04.02.2025;2;1 522
35935;04.02.2025;5;894
39173;04.02.2025;1;242
33089;04.02.2025;1;179
38482;04.02.2025;4;2 074
37179;06.02.2025;1;535
6006;06.02.2025;13;3 591
36299;06.02.2025;5;981
37300;06.02.2025;5;2 420
33418;04.02.2025;5;862
35402;06.02.2025;6;3 111
37045;06.02.2025;7;1 447
35448;06.02.2025;4;716
38917;04.02.2025;1;692
36069;06.02.2025;1;1 446
38269;04.02.2025;6;1 115
39182;04.02.2025;2;691
37177;06.02.2025;34;25 869
37888;06.02.2025;64;44 263
37471;04.02.2025;1;276
38813;06.02.2025;5;2 177
27850;06.02.2025;42;11 020
33467;06.02.2025;5;1 881
32829;06.02.2025;5;1 033
36307;06.02.2025;3;6 623
33092;06.02.2025;2;359
38002;06.02.2025;2;817
35067;06.02.2025;5;1 033
38784;06.02.2025;6;3 319
32964;06.02.2025;2;1 458
37967;06.02.2025;3;1 140
37475;06.02.2025;34;11 746
39087;06.02.2025;4;2 516
35211;05.02.2025;1;314
37044;06.02.2025;5;1 033
37889;06.02.2025;5;3 458
28097;06.02.2025;5;725
39296;07.02.2025;8;4 425
13450;07.02.2025;2;359
32666;07.02.2025;1;553
38815;07.02.2025;2;968
36296;07.02.2025;3;589
39032;07.02.2025;4;2 074
21995;07.02.2025;3;538
27895;07.02.2025;3;829
40343;07.02.2025;4;690
39186;07.02.2025;3;1 659
37935;07.02.2025;4;1 936
40220;07.02.2025;4;1 105
17331;07.02.2025;2;456
32214;07.02.2025;1;449
36295;07.02.2025;1;172
39976;07.02.2025;2;1 383
17328;07.02.2025;2;456
36072;07.02.2025;11;15 909
39031;07.02.2025;2;1 037
38699;07.02.2025;2;1 176
39176;07.02.2025;2;483
39175;07.02.2025;35;8 456
39187;07.02.2025;5;2 766
38785;07.02.2025;6;3 319
1805;07.02.2025;1;692
37477;07.02.2025;5;1 727
11007;07.02.2025;5;4 150
40217;07.02.2025;3;829
9423;07.02.2025;1;179
8675;07.02.2025;7;1 255
39713;07.02.2025;1;172
39061;07.02.2025;3;4 713
39717;07.02.2025;12;2 069
37732;07.02.2025;8;1 545
30902;07.02.2025;4;2 213
37964;07.02.2025;4;2 351
22219;07.02.2025;4;911
31592;07.02.2025;5;1 139
38767;07.02.2025;6;2 263
17333;07.02.2025;2;456
37996;07.02.2025;2;552
22217;07.02.2025;2;456
37887;07.02.2025;2;760
36557;07.02.2025;23;10 334
38538;07.02.2025;4;2 213
37042;07.02.2025;5;722
38645;07.02.2025;5;2 939
37998;07.02.2025;5;1 381
33419;07.02.2025;1;172
4295;07.02.2025;3;1 763
39826;07.02.2025;3;1 348
39248;07.02.2025;3;1 140
40052;07.02.2025;7;1 934
8673;07.02.2025;1;179
32215;07.02.2025;1;228
39230;07.02.2025;3;1 452
39185;07.02.2025;1;553
37735;07.02.2025;1;179
38235;07.02.2025;1;588
37176;08.02.2025;1;761
39348;08.02.2025;1;262
35756;08.02.2025;1;408
37474;08.02.2025;2;552
38918;08.02.2025;5;2 004
5884;08.02.2025;23;9 538
31419;08.02.2025;4;1 659
39705;08.02.2025;7;1 352
37890;07.02.2025;7;4 841
31420;07.02.2025;6;2 488
9429;08.02.2025;5;897
24752;07.02.2025;8;1 822
31167;07.02.2025;7;1 352
32823;07.02.2025;12;2 480
35777;08.02.2025;3;1 318
37932;08.02.2025;1;380
13449;08.02.2025;5;897
17358;08.02.2025;6;1 367
39709;08.02.2025;5;862
30622;08.02.2025;6;4 565
33088;08.02.2025;8;1 434
35309;08.02.2025;3;995
36714;07.02.2025;12;6 056
39345;07.02.2025;3;787
40340;07.02.2025;4;690
40051;07.02.2025;11;3 039
36783;07.02.2025;7;5 326
38816;07.02.2025;7;3 000
40219;07.02.2025;6;1 657
39082;07.02.2025;21;4 783
39027;07.02.2025;4;3 043
30737;07.02.2025;2;1 106
39178;08.02.2025;6;1 450
34245;08.02.2025;8;4 979
32822;08.02.2025;7;1 447
36297;08.02.2025;9;1 766
33886;08.02.2025;9;1 860
37125;08.02.2025;5;1 033
38783;08.02.2025;21;11 616
39294;08.02.2025;2;1 245
38981;08.02.2025;1;296
37076;08.02.2025;25;5 191
37222;08.02.2025;6;2 862
32826;08.02.2025;5;1 033
39295;08.02.2025;8;4 425
17355;08.02.2025;2;456
32824;08.02.2025;6;1 240
34246;08.02.2025;12;8 299
32830;08.02.2025;1;207
36334;08.02.2025;5;2 766
19251;08.02.2025;8;4 037
24609;07.02.2025;5;2 939
37472;08.02.2025;2;552
40049;08.02.2025;2;552
38700;08.02.2025;1;692
40050;07.02.2025;4;1 105
39512;07.02.2025;3;787
11941;08.02.2025;5;3 458
17353;08.02.2025;5;1 139
39029;08.02.2025;5;1 727
38266;08.02.2025;9;1 860
3841;07.02.2025;2;345
37272;08.02.2025;9;5 290
37733;08.02.2025;9;1 766
22223;08.02.2025;7;1 594
1446;08.02.2025;5;3 804
34383;07.02.2025;2;339
38208;08.02.2025;2;483
39827;08.02.2025;5;2 766
30736;07.02.2025;5;3 458
39171;08.02.2025;6;3 734
39607;08.02.2025;4;1 243
33889;07.02.2025;5;1 033
36070;07.02.2025;2;2 892
32828;07.02.2025;4;827
33887;07.02.2025;6;1 240
38646;07.02.2025;6;3 527
17357;07.02.2025;4;911
36780;07.02.2025;2;1 106
17356;07.02.2025;5;1 139
30734;07.02.2025;9;3 732
36071;07.02.2025;1;1 446
27867;07.02.2025;9;4 978
39033;07.02.2025;9;5 601
34620;07.02.2025;9;1 738
22220;07.02.2025;9;2 050
40499;08.02.2025;5;758
9432;08.02.2025;4;717
39232;08.02.2025;13;6 291
35466;08.02.2025;5;1 658
35427;08.02.2025;8;1 359
38267;08.02.2025;9;1 860
35575;08.02.2025;22;13 222
36298;08.02.2025;5;981
39231;08.02.2025;9;4 667
39183;07.02.2025;2;899
37993;08.02.2025;9;2 050
38919;07.02.2025;1;484
40496;07.02.2025;3;1 452
37886;07.02.2025;3;1 140
35440;07.02.2025;1;193
37478;07.02.2025;2;691
39527;07.02.2025;2;1 106
37934;08.02.2025;5;2 073
37930;08.02.2025;9;3 421
34621;08.02.2025;9;1 738
39233;07.02.2025;7;3 630
35515;08.02.2025;9;5 601
36333;08.02.2025;2;857
35433;07.02.2025;3;510
39034;07.02.2025;8;4 148
38209;07.02.2025;4;966
40339;07.02.2025;2;345
39066;07.02.2025;12;4 903
39695;07.02.2025;4;2 766
36782;07.02.2025;1;761
38234;08.02.2025;18;10 580
35308;08.02.2025;6;2 571
35216;08.02.2025;5;2 143
38814;08.02.2025;2;871
39703;08.02.2025;7;1 352
39694;08.02.2025;7;4 841
39026;07.02.2025;1;761
37966;08.02.2025;8;4 425
39174;08.02.2025;2;483
3613;08.02.2025;1;172
27861;08.02.2025;2;1 106
39030;08.02.2025;4;2 351
37476;08.02.2025;6;2 073
37884;07.02.2025;3;1 140
37991;07.02.2025;3;1 131
40787;08.02.2025;2;1 383
39347;08.02.2025;4;1 050
40500;08.02.2025;2;413
17354;07.02.2025;5;1 139
40342;08.02.2025;2;345
39696;08.02.2025;8;5 533
37885;07.02.2025;1;380
38817;08.02.2025;9;3 608
17360;07.02.2025;1;228
35428;07.02.2025;4;679
3612;08.02.2025;9;1 551
38983;08.02.2025;2;1 037
33888;07.02.2025;1;207
37470;07.02.2025;2;1 522
35935;07.02.2025;5;894
39173;07.02.2025;1;242
33089;07.02.2025;1;179
38482;07.02.2025;4;2 074
37179;07.02.2025;1;535
6006;08.02.2025;2;552
36299;07.02.2025;5;981
37300;07.02.2025;5;2 420
33418;07.02.2025;5;862
35402;07.02.2025;6;3 111
37045;07.02.2025;7;1 447
35448;07.02.2025;4;716
38917;07.02.2025;1;692
36069;07.02.2025;1;1 446
38269;07.02.2025;6;1 115
39182;07.02.2025;2;691
37177;08.02.2025;2;1 522
37888;08.02.2025;2;1 383
37471;07.02.2025;1;276
38813;07.02.2025;5;2 177
27850;07.02.2025;12;3 149
33467;07.02.2025;5;1 881
32829;07.02.2025;5;1 033
36307;07.02.2025;3;6 623
33092;07.02.2025;2;359
38002;07.02.2025;2;817
35067;07.02.2025;5;1 033
38784;07.02.2025;6;3 319
32964;07.02.2025;2;1 458
37967;07.02.2025;3;1 140
37475;08.02.2025;28;9 673
39087;08.02.2025;9;5 662
35211;08.02.2025;9;2 827
37044;08.02.2025;9;1 860
37889;08.02.2025;9;6 225
28097;08.02.2025;8;1 159
39296;08.02.2025;78;62 321
13450;08.02.2025;15;2 690
32666;08.02.2025;40;22 126
38815;08.02.2025;46;22 260
36296;08.02.2025;33;6 477
39032;08.02.2025;4;2 074
21995;08.02.2025;4;717
27895;08.02.2025;1;276
40343;08.02.2025;8;1 379
39186;08.02.2025;1;553
37935;08.02.2025;5;2 420
40220;08.02.2025;6;1 657
17331;08.02.2025;2;456
32214;08.02.2025;6;2 696
36295;08.02.2025;9;1 551
36072;08.02.2025;4;5 785
39031;08.02.2025;4;2 074
38699;08.02.2025;7;4 114
39176;08.02.2025;7;1 691
39175;08.02.2025;5;1 208
39187;08.02.2025;13;7 191
38785;08.02.2025;5;2 766
37477;08.02.2025;7;2 418
11007;08.02.2025;1;830
40217;08.02.2025;2;552
9423;08.02.2025;5;897
8675;08.02.2025;9;1 614
39713;08.02.2025;1;172
39061;08.02.2025;2;3 142
39717;08.02.2025;8;1 379
37732;08.02.2025;4;773
30902;08.02.2025;36;19 913
37964;08.02.2025;4;2 351
22219;08.02.2025;4;911
31592;08.02.2025;1;228
37042;08.02.2025;2;289
38645;08.02.2025;4;2 351
37998;08.02.2025;79;21 822
4295;08.02.2025;4;2 351
39826;08.02.2025;3;1 348
39248;08.02.2025;1;380
39230;08.02.2025;5;2 420
37735;08.02.2025;5;897
38235;08.02.2025;6;3 527
37890;08.02.2025;5;5 379
31420;08.02.2025;4;2 580
24752;08.02.2025;6;2 126
31167;08.02.2025;6;1 803
32823;08.02.2025;3;964
36714;08.02.2025;7;5 495
39345;08.02.2025;7;2 857
40340;08.02.2025;4;1 073
40051;08.02.2025;2;552
36783;08.02.2025;5;3 804
38816;08.02.2025;4;2 666
40219;08.02.2025;5;1 381
39082;08.02.2025;5;1 139
39027;08.02.2025;9;6 848
30737;08.02.2025;4;3 442
30736;08.02.2025;6;6 455
33889;08.02.2025;1;321
36070;08.02.2025;2;2 892
32828;08.02.2025;2;413
33887;08.02.2025;3;620
38646;08.02.2025;34;19 984
17357;08.02.2025;8;1 822
36780;08.02.2025;8;4 425
17356;08.02.2025;2;456
27867;08.02.2025;9;4 978
39033;08.02.2025;8;7 745
34620;08.02.2025;8;2 404
39183;08.02.2025;7;4 893
38919;08.02.2025;5;3 764
37886;08.02.2025;6;3 547
37478;08.02.2025;4;2 150
39527;08.02.2025;4;3 442
39233;08.02.2025;2;1 613
35433;08.02.2025;2;528
39034;08.02.2025;9;7 259
38209;08.02.2025;6;2 255
40339;08.02.2025;4;1 073
39066;08.02.2025;5;3 178
39026;08.02.2025;4;4 734
37884;08.02.2025;5;1 900
37991;08.02.2025;6;3 520
